Site,Replicate,Season,Year,Nemertean,Tellina versicolor,Tellina laevigata,Mulinia lateralis,Mactra fragilis,Macoma tenta,Macoma constricta,Ensis minor,Rangia cuneata,Donax texasianus,Amygdalum papyrium,Geukensia demissa,Tagelus divisus,Tagelus plebius,Petricolaria pholadiformis,Agriopoma texasianum,Mytilopsis leucophaetata,Rangia flexuosa,Modiolus squamosus,Neanthes succinea,Naineris grubei,Naineris bicornis,Dendronereis arborifera,Sigambra tentaculata,Nephtys incisa,Polydora aggregata,Polydora ligni,Polydora socialis,Spiophanes bombyx,Streblospio benedictii,Tharyx annulosus,Cossura sp. A,Trochochaeta sp. A,Hobsonia florida,Paranaitis speciosa,Pisione remota,Poecilochaetus johnsoni,Spio pettiboneae,Polydora caulleryi,Dispio uncinata,Microspio pigmentata,Scolepis texana,Scoloplos sp. B,Eteone lactea,Eteone heteropoda,Capitella capitata,Mediomastus ambiseta,Mediomastus spp ,Decamastus gracilis,Boguea enigmatica,Dasybranchus lunulatus,Mediomastus californiensis,Parandalia americana,Synelmis albini,Ceratonereis mirabilis,Paraprionospio pinnata,Amphiduros sp . A,Leitoscoloplos fragilis,Oliva reticularis,Glycinde solitaria,Diopatra cuprea,Nothria sp. A,Salvatoria clavata,Certatocephalus oculata,Monayunkia aestuarina,Vitta  usnea,Littoridinops palustris,Eulimastoma canaliclatum,Macrocyraea zebra,Nassarius acutus,Nassarius vibex,Anthuridae spp.,Ptilanthura colpos,Ampeliscidae spp.,Ampelisca abdita,Leucon acutirostris,Corophium louisianum,Dexaminidae,Gammarus spp. ,Gammarus mucronatus,Haustoriidae spp. ,Ischyroceridae,Lysianassidae,Megaluropidaespp.,Cerapus benthophilius,Ancinus depressus,Clibanarius vittatus,Callinectes sapidus,Pagurus annulipes,Elasmopus levis,Listriella barnardii,Mysidopsis bigelowi,Mysidae spp.,Bowmaniella dissimilis,Colomastigidae,Liljeborgiidae,Panopeus obesus,Upogebia affinis,Rithropanopeus harrisii,Farfantepenaeus duorarum,unknown polychaete,Oligochaete (Tubificidae),Anispotera,Chironomi larvae,Bug 1,unknown amphipod,Spionidae,Penaeidae,Decapod,hippogriff,Coordinates (DMM),Temperature,Salinity,Salinity_class,Dissolved Oxygen,pH,abundance,richness,Site,Replicate,Season,Year,DF,SF,DS,H,PA,PR,OM,GC,FC,SC,PI,U,hippogriff,percent_clay,percent_silt,percent_sand,percent_LOI,Bobs,Bdep,mean_annual_SAL,SAL_anomaly,Site,Replicate,Season,Year
10,R1,Spring,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.776' W -90˚00.969',21,23.22,polyhaline,11.77,8.58,10,4,10,R1,Spring,2021,7,2,0,0,0,1,0,0,0,0,0,0,1,14.3438078,24.499875,61.15632455,14.49297914,0.6768025,1.5666362,17.37,-5.85,10,R1,Spring,2021
10,R2,Spring,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.776' W -90˚00.969',21,23.22,polyhaline,11.77,8.58,3,2,10,R2,Spring,2021,2,1,0,0,0,0,0,0,0,0,0,0,1,14.3438078,24.499875,61.15632455,14.49297914,0.6768025,1.5666362,17.37,-5.85,10,R2,Spring,2021
10,R3,Spring,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.776' W -90˚00.969',21,23.22,polyhaline,11.77,8.58,9,2,10,R3,Spring,2021,5,2,0,0,0,0,0,0,0,0,0,0,1,14.3438078,24.499875,61.15632455,14.49297914,0.6768025,1.5666362,17.37,-5.85,10,R3,Spring,2021
11,R2,Spring,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.287' W -90˚'02.707',25.8,14.07,mesohaline,8.04,7.76,2,2,11,R2,Spring,2021,1,1,0,0,0,0,0,0,0,0,0,0,1,21.93301,39.93597,38.13103378,6.031771063,0.6932806,2.0881422,12.654,-1.416,11,R2,Spring,2021
11,R3,Spring,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.287' W -90˚'02.707',25.8,14.07,mesohaline,8.04,7.76,1,1,11,R3,Spring,2021,0,1,0,0,0,0,0,0,0,0,0,0,1,21.93301,39.93597,38.13103378,6.031771063,0.6932806,2.0881422,12.654,-1.416,11,R3,Spring,2021
12,R1,Spring,2021,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,N 29˚17.212' W -90˚08.380',24.1,14.26,mesohaline,8.59,8.39,10,4,12,R1,Spring,2021,6,2,0,0,0,2,0,0,0,0,0,0,1,13.249841,25.719914,61.030235,3.125553336,0.6788537,2.2809696,12.32,-1.94,12,R1,Spring,2021
12,R2,Spring,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.212' W -90˚08.380',24.1,14.26,mesohaline,8.59,8.39,8,2,12,R2,Spring,2021,5,0,0,0,0,3,0,0,0,0,0,0,1,13.249841,25.719914,61.030235,3.125553336,0.6788537,2.2809696,12.32,-1.94,12,R2,Spring,2021
12,R3,Spring,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚17.212' W -90˚08.380',24.1,14.26,mesohaline,8.59,8.39,3,2,12,R3,Spring,2021,2,0,0,0,0,0,1,0,0,0,0,0,1,13.249841,25.719914,61.030235,3.125553336,0.6788537,2.2809696,12.32,-1.94,12,R3,Spring,2021
13,R1,Spring,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.412' W -89˚50.460',20,25.19,polyhaline,13.58,8.57,1,1,13,R1,Spring,2021,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99.9999102,1.328405913,0.6648432,2.7850522,16.575,-8.615,13,R1,Spring,2021
13,R2,Spring,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.412' W -89˚50.460',20,25.19,polyhaline,13.58,8.57,5,4,13,R2,Spring,2021,1,0,1,0,0,0,2,0,0,0,0,1,1,0,0,99.9999102,1.328405913,0.6648432,2.7850522,16.575,-8.615,13,R2,Spring,2021
13,R3,Spring,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.412' W -89˚50.460',20,25.19,polyhaline,13.58,8.57,6,5,13,R3,Spring,2021,1,1,0,0,0,1,2,0,0,0,0,1,1,0,0,99.9999102,1.328405913,0.6648432,2.7850522,16.575,-8.615,13,R3,Spring,2021
14,R1,Spring,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.201' W -89˚50.253',18.2,15.5,mesohaline,16.79,8.68,4,3,14,R1,Spring,2021,0,1,0,0,0,1,2,0,0,0,0,0,1,12.0239185,20.779487,67.19659609,0.418992036,0.6852243,2.0807407,11.985,-3.515,14,R1,Spring,2021
14,R2,Spring,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.201' W -89˚50.253',18.2,15.5,mesohaline,16.79,8.68,1,1,14,R2,Spring,2021,0,1,0,0,0,0,0,0,0,0,0,0,1,12.0239185,20.779487,67.19659609,0.418992036,0.6852243,2.0807407,11.985,-3.515,14,R2,Spring,2021
14,R3,Spring,2021,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.201' W -89˚50.253',18.2,15.5,mesohaline,16.79,8.68,10,4,14,R3,Spring,2021,0,6,0,0,0,2,2,0,0,0,0,0,1,12.0239185,20.779487,67.19659609,0.418992036,0.6852243,2.0807407,11.985,-3.515,14,R3,Spring,2021
15,R1,Spring,2021,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚15.280' W -89˚58.607',20.3,27.84,polyhaline,10.48,8.47,62,5,15,R1,Spring,2021,5,8,0,0,0,49,0,0,0,0,0,0,1,15.0178421,24.425314,60.55683939,3.242882647,0.783847,0.6386265,19.565,-8.275,15,R1,Spring,2021
15,R2,Spring,2021,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚15.280' W -89˚58.607',20.3,27.84,polyhaline,10.48,8.47,33,4,15,R2,Spring,2021,3,4,0,0,0,26,0,0,0,0,0,0,1,15.0178421,24.425314,60.55683939,3.242882647,0.783847,0.6386265,19.565,-8.275,15,R2,Spring,2021
15,R3,Spring,2021,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚15.280' W -89˚58.607',20.3,27.84,polyhaline,10.48,8.47,49,4,15,R3,Spring,2021,4,7,0,0,0,38,0,0,0,0,0,0,1,15.0178421,24.425314,60.55683939,3.242882647,0.783847,0.6386265,19.565,-8.275,15,R3,Spring,2021
2,R2,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.916' W -89˚56.979',25.5,16.34,mesohaline,6.65,7.49,1,1,2,R2,Fall,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257,11.65784541,0.5881443,3.3065217,9.907333333,-6.432666667,2,R2,Fall,2020
2,R3,Fall,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.916' W -89˚56.979',25.5,16.34,mesohaline,6.65,7.49,1,1,2,R3,Fall,2020,0,0,0,0,0,1,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257,11.65784541,0.5881443,3.3065217,9.907333333,-6.432666667,2,R3,Fall,2020
3,R3,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.561' W -89˚56.875',24.7,16.37,mesohaline,5.98,7.42,1,1,3,R3,Fall,2020,0,1,0,0,0,0,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292,8.576258043,0.6672335,1.4856731,8.849857143,-7.520142857,3,R3,Fall,2020
4,R1,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,N 29˚29.767' W -90˚06.375',22.7,16.09,mesohaline,7.76,7.91,2,2,4,R1,Fall,2020,0,0,0,0,0,1,0,0,0,0,0,1,1,13.2297987,28.020749,58.7494746,57.82698735,0.7091399,0.3487299,6.6906,-9.3994,4,R1,Fall,2020
4,R2,Fall,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.767' W -90˚06.375',22.7,16.09,mesohaline,7.76,7.91,3,2,4,R2,Fall,2020,0,1,0,0,2,0,0,0,0,0,0,0,1,13.2297987,28.020749,58.7494746,57.82698735,0.7091399,0.3487299,6.6906,-9.3994,4,R2,Fall,2020
5,R1,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.928' W -90˚09.891',23.9,6.802,mesohaline,7.2,7.74,3,1,5,R1,Fall,2020,0,3,0,0,0,0,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696,23.57227903,0.5461847,3.925037,3.60325,-3.19875,5,R1,Fall,2020
5,R2,Fall,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚33.928' W -90˚09.891',23.9,6.802,mesohaline,7.2,7.74,3,2,5,R2,Fall,2020,1,0,0,0,0,1,0,0,0,0,0,0,1,7.1531299,17.753442,75.0934696,23.57227903,0.5461847,3.925037,3.60325,-3.19875,5,R2,Fall,2020
6,R1,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.800' W -90˚02.503',24,15.01,mesohaline,6.96,7.79,2,2,6,R1,Fall,2020,1,0,0,1,0,0,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388,2.689086531,0.606866,3.5831396,7.921375,-7.088625,6,R1,Fall,2020
6,R2,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.800' W -90˚02.503',24,15.01,mesohaline,6.96,7.79,4,2,6,R2,Fall,2020,3,0,0,1,0,0,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388,2.689086531,0.606866,3.5831396,7.921375,-7.088625,6,R2,Fall,2020
6,R3,Fall,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚29.800' W -90˚02.503',24,15.01,mesohaline,6.96,7.79,3,3,6,R3,Fall,2020,2,0,0,1,0,0,0,0,0,0,0,0,1,8.6034726,18.342648,73.05388,2.689086531,0.606866,3.5831396,7.921375,-7.088625,6,R3,Fall,2020
1,R1,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.426' W -89˚47.763',28.8,9.354,mesohaline,9.43,5.86,1,1,1,R1,Summer,2020,0,0,0,0,0,1,0,0,0,0,0,0,1,2.3809358,2.0713162,95.5477968,2.403392403,0.7024797,1.9301289,21.5316,12.1776,1,R1,Summer,2020
1,R3,Summer,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚19.426' W -89˚47.763',28.8,9.354,mesohaline,9.43,5.86,4,1,1,R3,Summer,2020,0,0,0,0,0,4,0,0,0,0,0,0,1,2.3809358,2.0713162,95.5477968,2.403392403,0.7024797,1.9301289,21.5316,12.1776,1,R3,Summer,2020
2,R1,Summer,2020,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.937' W -89˚56.933',29.7,3.072,oligohaline,NA,7.62,2,1,2,R1,Summer,2020,0,2,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257,4.887916169,0.5881443,3.3065217,9.907333333,6.835333333,2,R1,Summer,2020
2,R2,Summer,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.937' W -89˚56.933',29.7,3.072,oligohaline,NA,7.62,2,2,2,R2,Summer,2020,1,1,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257,4.887916169,0.5881443,3.3065217,9.907333333,6.835333333,2,R2,Summer,2020
2,R3,Summer,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.937' W -89˚56.933',29.7,3.072,oligohaline,NA,7.62,2,2,2,R3,Summer,2020,1,1,0,0,0,0,0,0,0,0,0,0,1,13.176932,28.531268,58.29178257,4.887916169,0.5881443,3.3065217,9.907333333,6.835333333,2,R3,Summer,2020
3,R1,Summer,2020,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.564' W -89˚56.878',30.4,4.333,oligohaline,NA,7.86,7,3,3,R1,Summer,2020,5,2,0,0,0,0,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292,10.19097059,0.6672335,1.4856731,8.849857143,4.516857143,3,R1,Summer,2020
3,R2,Summer,2020,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,N 29˚28.564' W -89˚56.878',30.4,4.333,oligohaline,NA,7.86,16,3,3,R2,Summer,2020,14,2,0,0,0,0,0,0,0,0,0,0,1,17.3749792,29.500928,53.12412292,10.19097059,0.6672335,1.4856731,8.849857143,4.516857143,3,R2,Summer,2020
